,Genome ID,Organism code,Organism name,Assembly
3177,T06089,fer,Ferrovibrio terrae,GCA_007197755.1
3178,T06396,htq,Hypericibacter terrae,GCA_008728855.1
3179,T06413,hadh,Hypericibacter adhaerens,GCA_008728835.1
3180,T06717,dex,Defluviicoccus sp. SSA4,GCA_013414705.1
3181,T06814,dvn,Defluviicoccus vanus,GCA_014672695.1
3182,T03639,txi,Thalassospira xiamenensis,GCA_000300235.2
3183,T05224,thac,Thalassospira marina,GCA_002844375.1
3184,T05581,tii,Thalassospira indica,GCA_003403095.1
3185,T03795,magq,Magnetospira sp. QH-2,GCA_000968135.1
3186,T07340,elio,Elioraea tepida,GCA_019203965.1
3187,T01298,pbr,Parvularcula bermudensis,GCA_000152825.2
3188,T00427,mgm,Magnetococcus marinus,GCA_000014865.1
3189,T00257,pub,Candidatus Pelagibacter ubique,GCA_000012345.1
3190,T01465,pel,Candidatus Pelagibacter sp. IMCC9063,GCA_000195085.1
3191,T06537,peg,Candidatus Pelagibacter giovannonii,GCA_012276695.1
3192,T02249,apc,Alpha proteobacterium HIMB59,GCA_000299115.1
3193,T02250,apm,Alpha proteobacterium HIMB5,GCA_000299095.1
3194,T06024,ecog,Paremcibacter congregatus,GCA_006385135.1
3195,T01630,mai,Micavibrio aeruginosavorus ARL-13,GCA_000226315.1
3196,T02517,man,Micavibrio aeruginosavorus EPB,GCA_000348745.1
3197,T01207,apb,Candidatus Puniceispirillum marinum,GCA_000024465.1
3198,T00159,bba,Bdellovibrio bacteriovorus HD100,GCA_000196175.1
3199,T02356,bbat,Bdellovibrio bacteriovorus Tiberius,GCA_000317895.1
3200,T03036,bbw,Bdellovibrio bacteriovorus W,GCA_000525675.1
3201,T03079,bbac,Bdellovibrio bacteriovorus 109J,GCA_000691605.1
3202,T02492,bex,Bdellovibrio exovorus,GCA_000348725.1
3203,T05880,bdq,Bdellovibrio sp. qaytius,GCA_004011035.1
3204,T06360,bdc,Bdellovibrio sp. NC01,GCA_006874625.1
3205,T06441,bdz,Bdellovibrio sp. ZAP7,GCA_006874645.1
3206,T01659,bmx,Halobacteriovorax marinus,GCA_000210915.2
3207,T05649,hax,Halobacteriovorax sp. BALOs_7,GCA_003612895.1
3208,T05263,bsto,Bacteriovorax stolpii,GCA_002872415.1
3209,T05949,sbf,Fluviispira sanaruensis,GCA_004295685.1
3210,T00810,afr,Acidithiobacillus ferrooxidans ATCC 23270,GCA_000021485.1
3211,T00758,afe,Acidithiobacillus ferrooxidans ATCC 53993,GCA_000020825.1
3212,T01581,acu,Acidithiobacillus caldus SM-1,GCA_000221025.1
3213,T03561,acz,Acidithiobacillus caldus ATCC 51756,GCA_000175575.2
3214,T01595,afi,Acidithiobacillus ferrivorans,GCA_000214095.3
3215,T05847,afj,Acidithiobacillus ferridurans,GCA_003966655.1
3216,T06281,atx,Acidithiobacillus thiooxidans,GCA_009662475.1
3217,T07843,afp,Acidithiobacillus ferriphilus,GCA_020844025.1
3218,T05212,maes,Mariprofundus aestuarium,GCA_002795805.1
3219,T05213,mfn,Mariprofundus ferrinatatus,GCA_002795825.1
3220,T05630,htl,Hydrogenophilus thermoluteolus,GCA_003574215.1
3221,T00010,bsu,Bacillus subtilis subsp. subtilis 168,GCF_000009045.1
3222,T01837,bsr,Bacillus subtilis subsp. subtilis RO-NN-1,GCA_000227485.1
3223,T02384,bsl,Bacillus subtilis subsp. subtilis BSP1,GCA_000321395.1
3224,T02503,bsh,Bacillus subtilis subsp. subtilis 6051-HGW,GCA_000344745.1
3225,T02520,bsy,Bacillus subtilis subsp. subtilis BAB-1,GCA_000349795.1
3226,T03442,bsut,Bacillus subtilis subsp. subtilis AG1839,GCA_000699525.1
3227,T03443,bsul,Bacillus subtilis subsp. subtilis JH642,GCA_000699465.1
3228,T03469,bsus,Bacillus subtilis subsp. subtilis OH 131.1,GCA_000706705.1
3229,T02607,bso,Bacillus subtilis subsp. natto BEST195,GCA_000209795.2
3230,T01417,bsn,Bacillus subtilis BSn5,GCA_000186745.1
3231,T02292,bsq,Bacillus subtilis QB928,GCA_000293765.1
3232,T02459,bsx,Bacillus subtilis XF-1,GCA_000338735.1
3233,T02937,bsp,Bacillus subtilis PY79,GCA_000497485.1
3234,T01302,bss,Bacillus subtilis subsp. spizizenii W23,GCA_000146565.1
3235,T01635,bst,Bacillus subtilis subsp. spizizenii TU-B-10,GCA_000227465.1
3236,T00197,bli,Bacillus licheniformis ATCC 14580,GCA_000011645.1
3237,T00200,bld,Bacillus licheniformis DSM 13 = ATCC 14580,GCA_000008425.1
3238,T02694,blh,Bacillus paralicheniformis,GCA_000408885.1
3239,T00582,bay,Bacillus velezensis FZB42,GCA_000015785.2
3240,T01692,baq,Bacillus velezensis CAU B946,GCA_000283695.1
3241,T02050,bya,Bacillus velezensis YAU B9601-Y2,GCA_000284395.1
3242,T02382,bamp,Bacillus velezensis AS43.3,GCA_000319475.1
3243,T02480,baml,Bacillus velezensis UCMB5036,GCA_000341875.1
3244,T02795,bama,Bacillus velezensis UCMB5033,GCA_000455565.1
3245,T02796,bamn,Bacillus velezensis UCMB5113,GCA_000455585.1
3246,T02859,bamb,Bacillus velezensis NAU-B3,GCA_000493375.1
3247,T03161,bamt,Bacillus velezensis TrigoCor1448,GCA_000583065.1
3248,T03384,bamy,Bacillus velezensis SQR9,GCA_000685725.1
3249,T03423,bmp,Bacillus velezensis JS25R,GCA_000769555.1
3250,T01321,bao,Bacillus amyloliquefaciens DSM 7,GCA_000196735.1
3251,T01824,baz,Bacillus amyloliquefaciens TA208,GCA_000195515.1
3252,T01835,bql,Bacillus amyloliquefaciens LL3,GCA_000204275.1
3253,T01836,bxh,Bacillus amyloliquefaciens XH7,GCA_000221645.1
3254,T02108,bqy,Bacillus amyloliquefaciens Y2,GCA_000262385.1
3255,T02462,bami,Bacillus amyloliquefaciens IT-45,GCA_000242855.2
3256,T02893,bamc,Bacillus amyloliquefaciens CC178,GCA_000494835.1
3257,T02965,bamf,Bacillus amyloliquefaciens LFB112,GCA_000508265.1
3258,T06647,bsia,Bacillus siamensis,GCA_002850535.1
3259,T01339,bae,Bacillus atrophaeus,GCA_000165925.1
3260,T04948,bvm,Bacillus vallismortis,GCA_002113805.1
3261,T06571,bson,Bacillus sonorensis,GCA_002202015.1
3262,T06619,bht,Bacillus halotolerans,GCA_004006435.1
3263,T07122,bmoj,Bacillus mojavensis,GCA_012648005.1
3264,T07089,bteq,Bacillus tequilensis,GCA_012225885.1
3265,T07179,biq,Bacillus inaquosorum,GCA_001534785.1
3266,T00129,ban,Bacillus anthracis Ames,GCA_000007845.1
3267,T00178,bar,Bacillus anthracis Ames Ancestor,GCA_000008445.1
3268,T00184,bat,Bacillus anthracis Sterne,GCA_000008165.1
3269,T00886,bah,Bacillus anthracis CDC 684,GCA_000021445.1
3270,T00892,bai,Bacillus anthracis A0248,GCA_000022865.1
3271,T02028,bax,Bacillus anthracis H9401,GCA_000258885.1
3272,T02998,bant,Bacillus anthracis A16,GCA_000512835.2
3273,T02999,banr,Bacillus anthracis A16R,GCA_000512775.2
3274,T03162,bans,Bacillus anthracis SVA11,GCA_000583105.1
3275,T03394,banh,Bacillus anthracis HYU01,GCA_000725325.1
3276,T03475,banv,Bacillus anthracis Vollum,GCA_000742895.1
3277,T00127,bce,Bacillus cereus ATCC 14579,GCA_000007825.1
3278,T00162,bca,Bacillus cereus ATCC 10987,GCA_000008005.1
3279,T00198,bcz,Bacillus cereus E33L,GCA_000011625.1
3280,T00799,bcr,Bacillus cereus AH187,GCA_000021225.1
3281,T00805,bcb,Bacillus cereus B4264,GCA_000021205.1
3282,T00814,bcu,Bacillus cereus AH820,GCA_000021785.1
3283,T00815,bcg,Bacillus cereus G9842,GCA_000021305.1
3284,T00852,bcq,Bacillus cereus Q1,GCA_000013065.1
3285,T00869,bcx,Bacillus cereus 03BB102,GCA_000022505.1
3286,T01279,bal,Bacillus cereus biovar anthracis CI,GCA_000143605.1
3287,T01686,bnc,Bacillus cereus NC7401,GCA_000283675.1
3288,T01703,bcf,Bacillus cereus F837/76,GCA_000239195.1
3289,T02291,bcer,Bacillus cereus FRI-35,GCA_000292415.1
3290,T03417,bcef,Bacillus cereus FT9,GCA_000724585.1
3291,T00560,bcy,Bacillus cytotoxicus,GCA_000017425.1
3292,T00179,btk,Bacillus thuringiensis serovar konkukian 97-27,GCA_000008505.1
3293,T00429,btl,Bacillus thuringiensis Al Hakam,GCA_000015065.1
3294,T01239,btb,Bacillus thuringiensis BMB171,GCA_000092165.1
3295,T02460,btt,Bacillus thuringiensis serovar kurstaki HD73,GCA_000338755.1
3296,T03435,bthr,Bacillus thuringiensis serovar kurstaki YBT-1520,GCA_000688795.1
3297,T03473,bthi,Bacillus thuringiensis serovar kurstaki HD-1,GCA_000717535.1
3298,T01838,btc,Bacillus thuringiensis serovar chinensis CT-43,GCA_000193355.1
3299,T01839,btf,Bacillus thuringiensis serovar finitimus YBT-020,GCA_000190515.1
3300,T02263,btm,Bacillus thuringiensis MC28,GCA_000300475.1
3301,T02277,btg,Bacillus thuringiensis Bt407,GCA_000306745.1
3302,T02293,bti,Bacillus thuringiensis HD-771,GCA_000292455.1
3303,T02411,btn,Bacillus thuringiensis HD-789,GCA_000292705.1
3304,T02474,btht,Bacillus thuringiensis serovar thuringiensis IS5056,GCA_000341665.1
3305,T02930,bthu,Bacillus thuringiensis YBT-1518,GCA_000497525.2
3306,T03675,btw,Bacillus thuringiensis HD1011,GCA_000832485.1
3307,T04752,bthy,Bacillus thuringiensis YWC2-8,GCA_001420855.1
3308,T00642,bwe,Bacillus mycoides KBAB4,GCA_000018825.1
3309,T03453,bww,Bacillus mycoides WSBC 10204,GCA_000775975.1
3310,T03798,bmyo,Bacillus mycoides ATCC 6462,GCA_000832605.1
3311,T02901,bty,Bacillus toyonensis,GCA_000496285.1
3312,T03239,bmyc,Bacillus pseudomycoides 219298,GCA_000742855.1
3313,T03597,bby,Bacillus bombysepticus,GCA_000831065.1
3314,T05831,bwd,Bacillus wiedmannii,GCA_003866015.1
3315,T06661,btro,Bacillus tropicus,GCA_006457285.1
3316,T06928,bmob,Bacillus mobilis,GCA_003612955.1
3317,T07605,bnt,Bacillus nitratireducens,GCA_018141025.1
3318,T00599,bpu,Bacillus pumilus SAFR-032,GCA_000017885.4
3319,T03175,bpum,Bacillus pumilus MTCC B6033,GCA_000590455.1
3320,T04776,bpus,Bacillus pumilus SH-B9,GCA_001578205.1
3321,T02027,bjs,Bacillus sp. JS,GCA_000259365.1
3322,T02643,baci,Bacillus sp. 1NLA3E,GCA_000242895.3
3323,T02860,bif,Bacillus infantis,GCA_000473245.1
3324,T03209,bmet,Bacillus methanolicus,GCA_000724485.1
3325,T03242,gst,Bacillus sp. X1(2014),GCA_000747345.1
3326,T03530,bacw,Bacillus sp. WP8,GCA_000800825.1
3327,T03544,bacp,Bacillus sp. Pc3,GCA_000815145.1
3328,T03582,bacb,Bacillus sp. BH072,GCA_000827045.1
3329,T03635,baco,Bacillus sp. OxB-1,GCA_000829195.1
3330,T03701,bacy,Bacillus sp. YP1,GCA_000877815.1
3331,T03833,bacl,Bacillus sp. BS34A,GCA_000952895.1
3332,T03908,balm,Bacillus sp. LM 4-2,GCA_000978495.1
3333,T03984,bsm,Bacillus smithii,GCA_001050115.1
3334,T04537,bgy,Bacillus glycinifermentans,GCA_900093775.1
3335,T04822,bwh,Bacillus weihaiensis,GCA_001889165.1
3336,T04852,bxi,Bacillus xiamenensis,GCA_001857925.1
3337,T05199,balt,Bacillus altitudinis,GCA_002443015.2
3338,T05207,bacs,Bacillus sp. SDLI1,GCA_001553895.1
3339,T05386,bsaf,Bacillus safensis,GCA_001895885.1
3340,T05513,bit,Bacillus intestinalis,GCA_000959025.1
3341,T05922,bacq,Bacillus sp. Y1,GCA_003586445.1
3342,T06767,bfd,Bacillus freudenreichii,GCA_900636945.1
3343,T06982,bda,Bacillus dafuensis,GCA_007995155.1
3344,T07881,bshi,Bacillus shivajii,GCA_020519665.1
3345,T01389,bco,Bacillus cellulosilyticus,GCA_000177235.2
3346,T04904,bhk,Sutcliffiella horikoshii,GCA_002157855.1
3347,T06787,bcoh,Sutcliffiella cohnii,GCA_002250055.1
3348,T06357,bcir,Niallia circulans,GCA_003726095.1
3349,T01208,bmq,Priestia megaterium QM B1551,GCA_000025825.1
3350,T01219,bmd,Priestia megaterium DSM 319,GCA_000025805.1
3351,T01890,bmh,Bacillus megaterium WSH-002,GCA_000225265.1
3352,T03825,bmeg,Bacillus megaterium NBRC 15308 = ATCC 14581,GCA_000832985.1
3353,T03983,beo,Priestia filamentosa,GCA_000972245.3
3354,T04803,bfx,Priestia flexa,GCA_002024265.1
3355,T07135,parh,Priestia aryabhattai,GCA_015832345.1
3356,T01527,bck,Weizmannia coagulans 2-6,GCA_000217835.1
3357,T01628,bag,Bacillus coagulans 36D1,GCA_000169195.2
3358,T03712,bcoa,Bacillus coagulans DSM 1 = ATCC 7050,GCA_000832905.1
3359,T00039,bha,Alkalihalobacillus halodurans,GCA_000011145.1
3360,T00228,bcl,Alkalihalobacillus clausii,GCA_000009825.1
3361,T03204,ble,Alkalihalobacillus lehensis,GCA_000706725.1
3362,T04947,bkw,Alkalihalobacillus krulwichiae,GCA_002109385.1
3363,T04820,bgi,Alkalihalobacillus gibsonii,GCA_001719185.1
3364,T01165,bpf,Alkalihalophilus pseudofirmus,GCA_000005825.2
3365,T04330,bon,Cytobacillus oceanisediminis,GCA_000294775.2
3366,T05194,bko,Cytobacillus kochii,GCA_002276165.1
3367,T07465,cgot,Cytobacillus gottheilii,GCA_018582665.1
3368,T00093,oih,Oceanobacillus iheyensis,GCA_000011245.1
3369,T05570,ocn,Oceanobacillus zhaokaii,GCA_003352005.1
3370,T06339,ocb,Oceanobacillus sp. 143,GCA_003351985.1
3371,T00217,gka,Geobacillus kaustophilus,GCA_000009785.1
3372,T01676,gte,Geobacillus thermoleovorans CCB_US3_UF5,GCA_000236605.1
3373,T04710,gtk,Geobacillus thermoleovorans KCTC 3570,GCA_001610955.1
3374,T05178,gtm,Geobacillus thermocatenulatus,GCA_002243665.1
3375,T05193,gli,Geobacillus lituanicus,GCA_002243605.1
3376,T00496,gtn,Geobacillus thermodenitrificans,GCA_000015745.1
3377,T00915,gwc,Geobacillus sp. WCH70,GCA_000023385.1
3378,T01101,gyc,Geobacillus sp. Y412MC61,GCA_000024705.1
3379,T01399,gya,Geobacillus sp. Y412MC52,GCA_000174795.2
3380,T01245,gct,Geobacillus sp. C56-T3,GCA_000092445.1
3381,T01348,gmc,Geobacillus sp. Y4.1MC1,GCA_000166075.1
3382,T02455,ggh,Geobacillus sp. GHH01,GCA_000336445.1
3383,T02798,gjf,Geobacillus genomosp. 3,GCA_000445995.2
3384,T03966,gea,Geobacillus sp. 12AMOR1,GCA_001028085.1
3385,T04018,gel,Geobacillus sp. LC300,GCA_001191625.1
3386,T04043,gse,Geobacillus stearothermophilus,GCA_001274575.1
3387,T04323,gsr,Geobacillus subterraneus,GCA_001618685.1
3388,T04412,gej,Geobacillus sp. JS12,GCA_001592395.1
3389,T07057,gza,Geobacillus zalihae,GCA_014678925.1
3390,T01531,gth,Parageobacillus thermoglucosidasius C56-YS93,GCA_000178395.2
3391,T04476,ptl,Parageobacillus thermoglucosidasius DSM 2542,GCA_001295365.1
3392,T06505,ptb,Parageobacillus toebii NBRC 107807,GCA_003688615.2
3393,T07489,pcal,Parageobacillus caldoxylosilyticus,GCA_019272935.1
3394,T00790,afl,Anoxybacillus flavithermus,GCA_000019045.1
3395,T04000,agn,Anoxybacillus gonensis,GCA_001187595.1
3396,T04370,anm,Anoxybacillus sp. B2M1,GCA_001634265.1
3397,T04397,aamy,Anoxybacillus amylolyticus,GCA_001634285.1
3398,T04426,anl,Anoxybacillus sp. B7M1,GCA_001634305.1
3399,T06397,and,Anoxybacillus sp. PDR2,GCA_009834045.1
3400,T06899,acai,Anoxybacillus caldiproteolyticus,GCA_015326725.1
3401,T07711,ased,Anoxybacillus sediminis,GCA_020923495.1
3402,T02266,axl,Amphibacillus xylanus,GCA_000307165.1
3403,T00656,lsp,Lysinibacillus sphaericus,GCA_000017965.1
3404,T03062,lgy,Lysinibacillus varians,GCA_000600105.1
3405,T03655,lfu,Lysinibacillus fusiformis,GCA_000724775.3
3406,T05299,lys,Lysinibacillus sp. YS11,GCA_002896375.1
3407,T05347,lyb,Lysinibacillus sp. B2A1,GCA_002973635.1
3408,T05455,lyz,Lysinibacillus sp. 2017,GCA_003073375.1
3409,T06028,lyg,Lysinibacillus sp. SGAir0095,GCA_005491425.1
3410,T06280,lpak,Lysinibacillus pakistanensis,GCA_009649975.1
3411,T07480,lagr,Lysinibacillus agricola,GCA_016638705.1
3412,T02031,hhd,Halobacillus halophilus,GCA_000284515.1
3413,T04799,hmn,Halobacillus mangrovi,GCA_002097535.1
3414,T05828,hli,Halobacillus litoralis,GCA_004101865.1
3415,T03216,tap,Terribacillus goriensis,GCA_000725365.1
3416,T07391,taid,Terribacillus aidingensis,GCA_019056395.1
3417,T03219,vir,Virgibacillus sp. SK37,GCA_000725285.1
3418,T04548,vhl,Virgibacillus halodenitrificans,GCA_001878675.1
3419,T04596,vig,Virgibacillus sp. 6R,GCA_001895305.1
3420,T04951,vil,Virgibacillus phasianinus,GCA_002216775.1
3421,T04976,vne,Virgibacillus necropolis,GCA_002224365.1
3422,T05261,vpn,Virgibacillus dokdonensis,GCA_002849835.1
3423,T06398,vim,Virgibacillus sp. MSP4-1,GCA_010092505.1
3424,T07430,vpt,Virgibacillus pantothenticus,GCA_018075365.1
3425,T04204,lao,Lentibacillus amyloliquefaciens,GCA_001307805.2
3426,T04282,fpn,Fictibacillus phosphorivorans,GCA_001629705.2
3427,T04452,far,Fictibacillus arsenicus,GCA_001642935.2
3428,T04359,sje,Salimicrobium jeotgali,GCA_001685435.3
3429,T04993,apak,Aeribacillus pallidus,GCA_002243625.1
3430,T04304,bsj,Peribacillus simplex,GCA_001578185.1
3431,T05340,bmur,Peribacillus muralis,GCA_001645685.2
3432,T06699,pbut,Peribacillus butanolivorans,GCA_003410415.1
3433,T06700,pasa,Peribacillus asahii,GCA_004006295.1
3434,T07206,ppsr,Peribacillus psychrosaccharolyticus,GCA_016724865.1
3435,T06091,aqt,Radiobacillus deserti,GCA_007301515.1
3436,T06263,bthv,Caldibacillus thermoamylovorans,GCA_003096215.1
3437,T06219,psyh,Psychrobacillus sp. AK 1817,GCA_008807035.1
3438,T06231,psyo,Psychrobacillus glaciei,GCA_008973485.1
3439,T06218,prd,Pradoshia sp. D12,GCA_008935075.1
3440,T06279,grc,Gracilibacillus salitolerans,GCA_009650095.1
3441,T05571,rue,Salicibibacter kimchii,GCA_003336365.1
3442,T06083,sale,Salicibibacter halophilus,GCA_006740705.1
3443,T07369,scib,Salicibibacter cibi,GCA_016495865.1
3444,T07370,scia,Salicibibacter cibarius,GCA_016495725.1
3445,T06374,pof,Pontibacillus sp. HMF3514,GCA_009858175.1
3446,T06691,nmk,Neobacillus mesonae,GCA_003999735.1
3447,T06692,ntm,Neobacillus thermocopriae,GCA_004116995.1
3448,T06752,meku,Metabacillus sp. KUDC1714,GCA_014217835.1
3449,T07731,msem,Metabacillus sediminilitoris,GCA_009720625.1
3450,T06884,aia,Anaerobacillus isosaccharinicus,GCA_001866075.3
3451,T06924,blen,Lederbergia lenta,GCA_900478165.1
3452,T07146,sedd,Sediminibacillus sp. DP4-553-S,GCA_017792025.1
3453,T07200,bvq,Rossellomorea vietnamensis,GCA_009858215.1
3454,T07410,rmf,Rossellomorea marisflavi,GCA_009806575.1
3455,T07201,bvj,Heyndrickxia vini,GCA_016772275.1
3456,T07202,bou,Heyndrickxia oleronia,GCA_017809215.1
3457,T07426,hyi,Hydrogenibacillus sp. N12,GCA_019645935.1
3458,T07471,cthu,Caldalkalibacillus thermarum,GCA_019856495.1
3459,T05114,bbev,Salisediminibacterium beveridgei,GCA_001721685.1
3460,T01243,bse,Bacillus selenitireducens,GCA_000093085.1
3461,T05792,stea,Sporolactobacillus terrae,GCA_004014985.1
3462,T00051,sau,Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA),GCA_000009645.1
3463,T00052,sav,Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA),GCA_000009665.1
3464,T00588,saw,Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA),GCA_000010445.1
3465,T00556,sah,Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA),GCA_000017125.1
3466,T00522,saj,Staphylococcus aureus subsp. aureus JH9 (MRSA/VISA),GCA_000016805.1
3467,T00086,sam,Staphylococcus aureus subsp. aureus MW2 (CA-MRSA),GCA_000011265.1
3468,T00183,sas,Staphylococcus aureus subsp. aureus MSSA476 (MSSA),GCA_000011525.1
3469,T00182,sar,Staphylococcus aureus subsp. aureus MRSA252 (MRSA),GCA_000011505.1
3470,T00225,sac,Staphylococcus aureus subsp. aureus COL (MRSA),GCA_000012045.1
3471,T00629,sax,Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MRSA),GCA_000017085.1
3472,T00323,saa,Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA),GCA_000013465.1
3473,T00324,sao,Staphylococcus aureus subsp. aureus NCTC8325,GCF_000013425.1
3474,T00557,sae,Staphylococcus aureus subsp. aureus Newman,GCA_000010465.1
3475,T01124,sad,Staphylococcus aureus subsp. aureus ED98,GCA_000024585.1
3476,T01744,suu,Staphylococcus aureus subsp. aureus M013 (CA-MRSA),GCA_000237125.3
3477,T01745,suv,Staphylococcus aureus subsp. aureus VC40,GCA_000245495.1
3478,T01869,sue,Staphylococcus aureus subsp. aureus ED133,GCA_000210315.1
3479,T01870,suj,Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA),GCA_000144955.1
3480,T01886,suk,Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA),GCA_000145595.1
3481,T01887,suc,Staphylococcus aureus subsp. aureus ECT-R 2 (MSSA),GCA_000253135.1
3482,T01888,sut,Staphylococcus aureus subsp. aureus T0131 (MRSA),GCA_000204665.1
3483,T01889,suq,Staphylococcus aureus subsp. aureus TCH60,GCA_000159535.2
3484,T01950,suz,Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA),GCA_000239235.1
3485,T02043,sud,Staphylococcus aureus subsp. aureus 71193 (MSSA),GCA_000258685.1
3486,T02059,sux,Staphylococcus aureus subsp. aureus HO 5096 0412 (MRSA),GCA_000284535.1
3487,T02060,suw,Staphylococcus aureus subsp. aureus TW20 (MRSA),GCA_000027045.1
3488,T02071,sug,Staphylococcus aureus subsp. aureus ST398 (MRSA),GCA_000009585.1
3489,T02085,suf,Staphylococcus aureus subsp. aureus LGA251 (MRSA),GCA_000237265.1
3490,T02810,saua,Staphylococcus aureus subsp. aureus 55/2053,GCA_000160335.2
3491,T02825,saue,Staphylococcus aureus subsp. aureus 6850 (MSSA),GCA_000462955.1
3492,T02826,saun,Staphylococcus aureus subsp. aureus CN1 (CA-MRSA),GCA_000463055.1
3493,T02849,saus,Staphylococcus aureus subsp. aureus SA40 (CA-MRSA),GCA_000470865.1
3494,T02850,sauu,Staphylococcus aureus subsp. aureus SA957 (CA-MRSA),GCA_000470845.1
3495,T03790,saug,Staphylococcus aureus subsp. aureus SA268 (CA-MRSA),GCA_000737615.1
3496,T02886,sauz,Staphylococcus aureus subsp. aureus Z172 (MRSA/VISA),GCA_000485885.1
3497,T03143,saut,Staphylococcus aureus subsp. aureus ST228/10388 (MRSA),GCA_000967325.1
3498,T03144,sauj,Staphylococcus aureus subsp. aureus ST228/10497 (MRSA),GCA_000967345.1
3499,T03145,sauk,Staphylococcus aureus subsp. aureus ST228/15532 (MRSA),GCA_000967365.1
3500,T03146,sauq,Staphylococcus aureus subsp. aureus ST228/16035 (MRSA),GCA_000382965.1
3501,T03147,sauv,Staphylococcus aureus subsp. aureus ST228/18412 (MRSA),GCA_000967405.1
3502,T03148,sauw,Staphylococcus aureus subsp. aureus ST228/16125 (MRSA),GCA_000382985.1
3503,T03149,saux,Staphylococcus aureus subsp. aureus ST228/18341 (MRSA),GCA_000967385.1
3504,T03150,sauy,Staphylococcus aureus subsp. aureus ST228/18583 (MRSA),GCA_000383005.1
3505,T03492,sauf,Staphylococcus aureus subsp. aureus FDAARGOS_5,GCA_000626615.3
3506,T00303,sab,Staphylococcus aureus RF122,GCA_000009005.1
3507,T02070,suy,Staphylococcus aureus 04-02981 (MRSA),GCA_000025145.2
3508,T02339,saub,Staphylococcus aureus 08BA02176 (LA-MRSA),GCA_000296595.1
3509,T02618,saum,Staphylococcus aureus M1 (MRSA),GCA_000367745.1
3510,T02702,sauc,Staphylococcus aureus CA-347 (MRSA),GCA_000412775.1
3511,T02717,saur,Staphylococcus aureus Bmb9393 (MRSA),GCA_000418345.1
